side,scouted_opponent,level,name,uses,games,poss_with_points,points,ppp,team_ppp,fgm,fga,fg_pct,fg3m,fg3a,turnovers,fouls_drawn,top_player,top_player_uses,series,top_action,top_location,top_location_uses,situation,personnel_grouping_mode,shot_clock_mode,game_situation_mode,defense_type_mode,example_titles,game_codes,possession_side
Opponent,Aurora Spartans,Situation,BLOB,9,1,5,4.0,0.8,0.92,2,3,66.7,0,1,5,1,Devon Richardson,5,BLOB,Curl,,0,BLOB,3G-1W-1B,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",Man-to-Man,BLOB-BOX-CURL | BLOB- BOX- CURL: M2M D | BLOB-BO-CURL :M2M D,GUS@AU,Offense
Opponent,Aurora Spartans,Situation,Half court,431,4,361,334.0,0.93,0.92,74,196,37.8,20,68,63,61,Gevon Grant,86,Motion / no set,Ball Screen,Right Side,8,Half court,4G-1B,Early clock (0-9 sec used),Trailing by 10+,Man-to-Man,Gevon Grant | Zerrick Johnson | Devon Richardson,AU@BEN AU@NCC BLC@AU GUS@AU,Offense
Opponent,Aurora Spartans,Situation,SLOB,6,1,6,5.0,0.83,0.92,1,2,50.0,0,0,3,1,Juan Madrigal,4,SLOB,Ball Screen,Right Side,1,SLOB,3G-1W-1B,Late clock (20+ sec used),,Man-to-Man,SLOB-HORNS BUR- RICK: M2M D | SLOB-SPREAD-INTO FLOPPY & BS RS: LH : M2M D & SWITCH | SLOB-FLOW: M2M D,GUS@AU,Offense
Opponent,Aurora Spartans,Location,Left Side,7,1,7,0.0,0.0,0.92,0,6,0.0,0,2,1,0,Jeffery Hillmer,2,Motion / no set,Ball Screen,,0,Half court,4G-1B,Early clock (0-9 sec used),,Man-to-Man,Spread- BS LS- RH & BS RS-LH: M2M D-ICE 7 SWITCH | SPREAD- HI BS LS-LH: M2M D- SWITCH | BS LS-RH: M2M D-ICE,GUS@AU,Offense
Opponent,Aurora Spartans,Location,Right Side,9,1,9,12.0,1.33,0.92,3,4,75.0,2,2,3,2,Devon Richardson,2,Motion / no set,Ball Screen,,0,Half court,4G-1W,Early clock (0-9 sec used),,Man-to-Man,BS RS-G LH: M2M D | BS RS-LH : M2M R/J PRESS- OVER | BS RS-LH: M2M PRESS- ICE,GUS@AU,Offense
Opponent,Aurora Spartans,Finish type,Cut,17,4,17,13.0,0.76,0.92,4,13,30.8,0,0,0,3,Devon Richardson,7,Motion / no set,Ball Screen,Right Side,1,Half court,4G-1B,Early clock (0-9 sec used),Trailing by 10+,Man-to-Man,Devon Richardson | Jeffery Hillmer | Larry Carthan,AU@BEN AU@NCC BLC@AU GUS@AU,Offense
Opponent,Aurora Spartans,Finish type,Hand Off,25,4,24,13.0,0.54,0.92,5,15,33.3,0,2,6,4,Juan Madrigal,6,Motion / no set,Down Screen,,0,Half court,4G-1B,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",Man-to-Man,Gevon Grant | Juan Madrigal | Zerrick Johnson,AU@BEN AU@NCC BLC@AU GUS@AU,Offense
Opponent,Aurora Spartans,Finish type,ISO,33,4,33,34.0,1.03,0.92,13,24,54.2,2,4,6,2,Zerrick Johnson,6,Motion / no set,Ball Screen,Right Side,1,Half court,4G-1B,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",Man-to-Man,Gevon Grant | Devon Richardson | Zerrick Johnson,AU@BEN AU@NCC BLC@AU GUS@AU,Offense
Opponent,Aurora Spartans,Finish type,No Play Type,20,4,20,13.0,0.65,0.92,4,5,80.0,0,1,8,7,Juan Madrigal,4,SLOB,Lob,,0,Half court,4G-1B,Early clock (0-9 sec used),Trailing by 10+,Man-to-Man,Bryden Gryzmala | Juan Madrigal | Mekhi Doby,AU@BEN AU@NCC BLC@AU GUS@AU,Offense
Opponent,Aurora Spartans,Finish type,Non Possession,133,4,67,88.0,1.31,0.92,0,0,,0,0,25,9,Gevon Grant,34,BLOB,Curl,,0,Half court,4G-1B,Early clock (0-9 sec used),Trailing by 10+,Man-to-Man,Gevon Grant | Devon Richardson | Zerrick Johnson,AU@BEN AU@NCC BLC@AU GUS@AU,Offense
Opponent,Aurora Spartans,Finish type,Off Screen,4,3,4,5.0,1.25,0.92,2,4,50.0,1,1,0,0,Juan Madrigal,3,,,,0,Half court,4G-1B,Early clock (0-9 sec used),,,Juan Madrigal | Gevon Grant,AU@BEN AU@NCC BLC@AU,Offense
Opponent,Aurora Spartans,Finish type,Offensive Rebound,10,3,8,15.0,1.88,0.92,3,3,100.0,0,0,0,4,Devon Richardson,3,,,,0,Half court,4G-1W,Early clock (0-9 sec used),Trailing by 10+,,Devon Richardson | Jeffery Hillmer | Larry Carthan,AU@BEN AU@NCC BLC@AU,Offense
Opponent,Aurora Spartans,Finish type,P&R Ball Handler,64,4,62,57.0,0.92,0.92,15,41,36.6,6,15,10,11,Gevon Grant,16,Motion / no set,Ball Screen,Left Side,4,Half court,4G-1B,Early clock (0-9 sec used),Trailing by 10+,Man-to-Man,Gevon Grant | Bryden Gryzmala | Mekhi Doby,AU@BEN AU@NCC BLC@AU GUS@AU,Offense
Opponent,Aurora Spartans,Finish type,Post-Up,28,4,28,16.0,0.57,0.92,6,21,28.6,0,5,1,6,Devon Richardson,13,BLOB,Curl,Left Side,1,Half court,4G-1B,Early clock (0-9 sec used),Trailing by 10+,Man-to-Man,Devon Richardson | Larry Carthan | Zerrick Johnson,AU@BEN AU@NCC BLC@AU GUS@AU,Offense
Opponent,Aurora Spartans,Finish type,Spot-Up,64,4,63,40.0,0.63,0.92,12,49,24.5,7,35,9,5,Juan Madrigal,15,Motion / no set,Ball Screen,Left Side,2,Half court,4G-1B,Early clock (0-9 sec used),Trailing by 10+,Man-to-Man,Zerrick Johnson | Juan Madrigal | FLOW: M2M PRESS,AU@BEN AU@NCC BLC@AU GUS@AU,Offense
Opponent,Aurora Spartans,Finish type,Transition,49,4,47,49.0,1.04,0.92,13,27,48.1,4,6,6,12,Gevon Grant,13,,,,0,Half court,4G-1B,Early clock (0-9 sec used),Trailing by 10+,Man-to-Man,Gevon Grant | Zerrick Johnson | TRAN,AU@BEN AU@NCC BLC@AU GUS@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Adam Awender, Alex Ross, Bryden Gryzmala, Gevon Grant, Jeffery Hillmer",2,1,2,0.0,0.0,0.92,0,1,0.0,0,0,1,0,Gevon Grant,2,SLOB,Ball Screen,Right Side,1,SLOB,5G,Late clock (20+ sec used),,Man-to-Man,SLOB-SPREAD-INTO FLOPPY & BS RS: LH : M2M D & SWITCH | FLOW:M2M D,GUS@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Alex Ross, Bryden Gryzmala, Devon Richardson, Juan Madrigal, Robert Hutson",2,1,2,0.0,0.0,0.92,0,2,0.0,0,1,0,0,Robert Hutson,2,5 Out,Twirl,Left Side,1,Half court,4G-1B,Early clock (0-9 sec used),,Man-to-Man,5 OUT- PASS 5-TWIRL-ZOOM: M2M R/J PRESS | BS LS-RH: M2M D-ICE,GUS@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Alex Ross, Bryden Gryzmala, Gevon Grant, Juan Madrigal, Larry Carthan",1,1,1,2.0,2.0,0.92,1,1,100.0,0,0,0,0,Bryden Gryzmala,1,,,,0,Half court,4G-1W,Early clock (0-9 sec used),,,Bryden Gryzmala,BLC@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Alex Ross, Bryden Gryzmala, Jeffery Hillmer, Juan Madrigal, Larry Carthan",6,1,6,7.0,1.17,0.92,4,5,80.0,1,1,1,0,Jeffery Hillmer,2,,,,0,Half court,4G-1W,Early clock (0-9 sec used),,,Jeffery Hillmer | Juan Madrigal | Alex Ross,BLC@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Alex Ross, Devon Richardson, Gevon Grant, Jeffery Hillmer, Zerrick Johnson",11,2,11,14.0,1.27,0.92,2,5,40.0,0,2,2,1,Gevon Grant,4,,,,0,Half court,4G-1B,Early clock (0-9 sec used),,,Gevon Grant | Devon Richardson | Zerrick Johnson,AU@NCC BLC@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Alex Ross, Devon Richardson, Gevon Grant, Robert Hutson, Zerrick Johnson",4,1,4,5.0,1.25,0.92,1,1,100.0,1,1,1,0,Alex Ross,2,,,,0,Half court,4G-1B,Early clock (0-9 sec used),,,Alex Ross | Zerrick Johnson | Gevon Grant,AU@NCC,Offense
Opponent,Aurora Spartans,Personnel grouping,"Alex Ross, Gevon Grant, Isaiah Thompson, Juan Madrigal, Larry Carthan",3,1,3,2.0,0.67,0.92,1,2,50.0,0,1,1,0,Juan Madrigal,2,,,,0,Half court,3G-2W,Early clock (0-9 sec used),,,Juan Madrigal | Isaiah Thompson,BLC@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Alex Ross, Gevon Grant, Jeffery Hillmer, Juan Madrigal, Larry Carthan",7,1,7,15.0,2.14,0.92,1,1,100.0,1,1,0,2,Gevon Grant,4,,,,0,Half court,4G-1W,Early clock (0-9 sec used),,,Gevon Grant | Larry Carthan | Alex Ross,BLC@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Alex Ross, Gevon Grant, Juan Madrigal, Larry Carthan, Robert Hutson",1,1,1,0.0,0.0,0.92,0,0,,0,0,1,0,Gevon Grant,1,,,,0,Half court,4G-1W,Late clock (20+ sec used),Trailing by 10+,,Gevon Grant,AU@BEN,Offense
Opponent,Aurora Spartans,Personnel grouping,"Alex Ross, Gevon Grant, Larry Carthan, Robert Hutson, Zerrick Johnson",6,1,6,8.0,1.33,0.92,0,0,,0,0,0,2,Gevon Grant,6,,,,0,Half court,4G-1W,Early clock (0-9 sec used),,,Gevon Grant,AU@NCC,Offense
Opponent,Aurora Spartans,Personnel grouping,"Alex Ross, Juan Madrigal, Larry Carthan, Robert Hutson, Zerrick Johnson",5,1,5,1.0,0.2,0.92,0,3,0.0,0,2,0,1,Zerrick Johnson,3,,,,0,Half court,4G-1W,Early clock (0-9 sec used),Trailing by 10+,,Zerrick Johnson | Alex Ross | Robert Hutson,AU@BEN,Offense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Devon Richardson, Gevon Grant, Isaiah Thompson, Juan Madrigal",1,1,1,0.0,0.0,0.92,0,1,0.0,0,0,0,0,Devon Richardson,1,Motion / no set,Screen the Screener,,0,Half court,3G-1W-1B,Early clock (0-9 sec used),,,BLOB0BIX-STS,GUS@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Devon Richardson, Gevon Grant, Jeffery Hillmer, Juan Madrigal",6,2,6,8.0,1.33,0.92,3,4,75.0,0,0,0,1,Devon Richardson,3,,,,0,Half court,4G-1B,Early clock (0-9 sec used),,Man-to-Man,Gevon Grant | Devon Richardson | FLOW:M2M PRESS,AU@NCC GUS@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Devon Richardson, Gevon Grant, Jeffery Hillmer, Robert Hutson",2,1,2,0.0,0.0,0.92,0,1,0.0,0,0,1,0,Jeffery Hillmer,1,,,,0,Half court,4G-1B,Late clock (20+ sec used),,,Jeffery Hillmer | Devon Richardson,BLC@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Devon Richardson, Gevon Grant, Juan Madrigal, Robert Hutson",5,2,5,2.0,0.4,0.92,1,3,33.3,0,2,2,0,Juan Madrigal,2,,,,0,Half court,4G-1B,Early clock (0-9 sec used),,,Juan Madrigal | Robert Hutson | Gevon Grant,AU@BEN BLC@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Devon Richardson, Gevon Grant, Robert Hutson, Zerrick Johnson",6,1,6,2.0,0.33,0.92,0,1,0.0,0,0,2,1,Gevon Grant,4,,,,0,Half court,4G-1B,Early clock (0-9 sec used),Leading by 10+,,Gevon Grant | Zerrick Johnson | Devon Richardson,AU@NCC,Offense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Devon Richardson, Isaiah Thompson, Jeffery Hillmer, Juan Madrigal",8,2,8,9.0,1.12,0.92,4,8,50.0,1,3,0,0,Juan Madrigal,2,SLOB,Down Screen,,0,Half court,3G-1W-1B,Early clock (0-9 sec used),,Man-to-Man,TRAN | SPREAD- GRENDADE: M2M | SLOB-BOX-DS-FLAIR:M2M A,BLC@AU GUS@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Devon Richardson, Isaiah Thompson, Jeffery Hillmer, Zerrick Johnson",4,2,4,2.0,0.5,0.92,1,2,50.0,0,0,2,0,Zerrick Johnson,2,Horns,Zoom,,0,Half court,3G-1W-1B,Early clock (0-9 sec used),,Man-to-Man,HORNS- ZOOM: M2M PRESS- NO SWITCH | Devon Richardson | Zerrick Johnson,BLC@AU GUS@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Devon Richardson, Isaiah Thompson, Juan Madrigal, Robert Hutson",1,1,1,3.0,3.0,0.92,1,1,100.0,1,1,0,0,Isaiah Thompson,1,Motion / no set,Ball Screen,Right Side,1,Half court,3G-1W-1B,Late clock (20+ sec used),,Man-to-Man,BS RS-LH:M2M D SWITCH,GUS@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Devon Richardson, Isaiah Thompson, Juan Madrigal, Zerrick Johnson",3,1,3,2.0,0.67,0.92,1,3,33.3,0,0,0,0,Devon Richardson,2,,,,0,Half court,3G-1W-1B,Late clock (20+ sec used),,,Devon Richardson | Bryden Gryzmala,AU@NCC,Offense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Devon Richardson, Jeffery Hillmer, Juan Madrigal, Robert Hutson",2,1,2,3.0,1.5,0.92,0,0,,0,0,0,2,Devon Richardson,1,Motion / no set,Ball Screen,Right Side,1,Half court,4G-1B,Early clock (0-9 sec used),,Man-to-Man,BS RS-LH: M2M PRESS- SWITCH | FLOW: M2M PRES,GUS@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Devon Richardson, Jeffery Hillmer, Juan Madrigal, Zerrick Johnson",34,3,34,29.0,0.85,0.92,4,21,19.0,2,10,2,3,Devon Richardson,10,,,,0,Half court,4G-1B,Early clock (0-9 sec used),Trailing by 10+,,Devon Richardson | Zerrick Johnson | Bryden Gryzmala,AU@BEN AU@NCC BLC@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Devon Richardson, Jeffery Hillmer, Robert Hutson, Zerrick Johnson",12,2,12,17.0,1.42,0.92,4,8,50.0,2,3,0,1,Robert Hutson,4,,,,0,Half court,4G-1B,Early clock (0-9 sec used),,,Robert Hutson | Devon Richardson | Bryden Gryzmala,AU@NCC BLC@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Devon Richardson, Juan Madrigal, Robert Hutson, Zerrick Johnson",3,1,3,4.0,1.33,0.92,0,1,0.0,0,1,0,1,Bryden Gryzmala,2,,,,0,Half court,4G-1B,Early clock (0-9 sec used),Leading by 10+,,Bryden Gryzmala | Juan Madrigal,AU@NCC,Offense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Gevon Grant, Jeffery Hillmer, Juan Madrigal, Larry Carthan",1,1,1,2.0,2.0,0.92,1,1,100.0,0,0,0,0,Bryden Gryzmala,1,,,,0,Half court,4G-1W,Organized offense (10-19 sec used),,,Bryden Gryzmala,AU@NCC,Offense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Gevon Grant, Juan Madrigal, Larry Carthan, Robert Hutson",10,2,10,2.0,0.2,0.92,0,3,0.0,0,0,2,2,Gevon Grant,3,,,,0,Half court,4G-1W,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",,Gevon Grant | Robert Hutson | Bryden Gryzmala,AU@NCC BLC@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Gevon Grant, Larry Carthan, Mekhi Doby, Zerrick Johnson",5,1,5,8.0,1.6,0.92,0,0,,0,0,1,2,Zerrick Johnson,2,,,,0,Half court,4G-1W,Early clock (0-9 sec used),Trailing by 10+,,Zerrick Johnson | Bryden Gryzmala | Mekhi Doby,AU@BEN,Offense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Isaiah Thompson, Jeffery Hillmer, Juan Madrigal, Larry Carthan",2,1,2,5.0,2.5,0.92,1,1,100.0,1,1,0,1,Larry Carthan,1,2-3,DHO,,0,Half court,3G-2W,Early clock (0-9 sec used),,Man-to-Man,23- DHO-DS-STS-: M2M PRESS | FLOW: M2M PRESS,GUS@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Isaiah Thompson, Jeffery Hillmer, Mekhi Doby, Zerrick Johnson",6,1,6,4.0,0.67,0.92,0,2,0.0,0,2,1,1,Mekhi Doby,4,,,,0,Half court,4G-1W,Early clock (0-9 sec used),Trailing by 10+,,Mekhi Doby | Isaiah Thompson | Zerrick Johnson,AU@BEN,Offense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Jeffery Hillmer, Juan Madrigal, Larry Carthan, Robert Hutson",4,1,4,5.0,1.25,0.92,1,2,50.0,1,1,1,0,Jeffery Hillmer,2,BLOB,Lob,Right Side,1,Half court,4G-1W,Organized offense (10-19 sec used),Trailing by 10+,Man-to-Man,TRAN | BLOB-BOX- LOB: M2M D | TRAN- BS RS- REJECT: M2M ICE,GUS@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Jeffery Hillmer, Juan Madrigal, Larry Carthan, Zerrick Johnson",8,2,8,5.0,0.62,0.92,1,4,25.0,0,0,3,0,Jeffery Hillmer,3,Hi-Lo,Ball Screen,Left Side,1,Half court,4G-1W,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",Man-to-Man,Bryden Gryzmala | HI LO- COME: M2M D | FLOW: M2M PRESS,BLC@AU GUS@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Jeffery Hillmer, Juan Madrigal, Mekhi Doby, Robert Hutson",2,1,2,2.0,1.0,0.92,1,2,50.0,0,0,0,0,Robert Hutson,1,,,,0,Half court,5G,Early clock (0-9 sec used),Trailing by 10+,,Robert Hutson | Jeffery Hillmer,AU@BEN,Offense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Jeffery Hillmer, Larry Carthan, Robert Hutson, Zerrick Johnson",3,1,3,0.0,0.0,0.92,0,1,0.0,0,0,2,0,Zerrick Johnson,2,Motion / no set,Ball Screen,Left Side,1,Half court,4G-1W,Organized offense (10-19 sec used),,Man-to-Man,BS LS-REJECT: M2M D ICE | FLOW:M2M D | BS RS-LH : M2M R/J PRESS- OVER,GUS@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Bryden Gryzmala, Juan Madrigal, Larry Carthan, Mekhi Doby, Robert Hutson",4,1,4,4.0,1.0,0.92,2,4,50.0,0,2,0,0,Robert Hutson,2,,,,0,Half court,4G-1W,Early clock (0-9 sec used),,,Robert Hutson | Juan Madrigal | Mekhi Doby,AU@BEN,Offense
Opponent,Aurora Spartans,Personnel grouping,"Cullen Rauls, Devon Richardson, Gevon Grant, Jeffery Hillmer, Juan Madrigal",3,1,3,3.0,1.0,0.92,1,3,33.3,1,2,0,0,Gevon Grant,2,,,,0,Half court,4G-1B,Early clock (0-9 sec used),,,Gevon Grant | Cullen Rauls,AU@NCC,Offense
Opponent,Aurora Spartans,Personnel grouping,"Cullen Rauls, Devon Richardson, Gevon Grant, Jeffery Hillmer, Larry Carthan",4,1,4,2.0,0.5,0.92,1,4,25.0,0,1,0,0,Gevon Grant,2,,,,0,Half court,3G-1W-1B,Early clock (0-9 sec used),,,Gevon Grant | Larry Carthan | Jeffery Hillmer,AU@NCC,Offense
Opponent,Aurora Spartans,Personnel grouping,"Cullen Rauls, Devon Richardson, Gevon Grant, Jeffery Hillmer, Mekhi Doby",2,1,2,3.0,1.5,0.92,1,2,50.0,1,2,0,0,Cullen Rauls,2,,,,0,Half court,4G-1B,Early clock (0-9 sec used),,,Cullen Rauls,AU@BEN,Offense
Opponent,Aurora Spartans,Personnel grouping,"Cullen Rauls, Devon Richardson, Gevon Grant, Jeffery Hillmer, Robert Hutson",5,1,5,2.0,0.4,0.92,1,5,20.0,0,2,0,0,Gevon Grant,2,,,,0,Half court,4G-1B,Early clock (0-9 sec used),,,Gevon Grant | Robert Hutson | Devon Richardson,AU@NCC,Offense
Opponent,Aurora Spartans,Personnel grouping,"Cullen Rauls, Devon Richardson, Jeffery Hillmer, Juan Madrigal, Mekhi Doby",3,1,3,0.0,0.0,0.92,0,0,,0,0,1,1,Devon Richardson,2,,,,0,Half court,4G-1B,Early clock (0-9 sec used),Trailing by 10+,,Devon Richardson | Juan Madrigal,AU@BEN,Offense
Opponent,Aurora Spartans,Personnel grouping,"Cullen Rauls, Devon Richardson, Jeffery Hillmer, Mekhi Doby, Zerrick Johnson",5,1,5,0.0,0.0,0.92,0,2,0.0,0,0,1,1,Mekhi Doby,3,,,,0,Half court,4G-1B,Early clock (0-9 sec used),,,Mekhi Doby | Zerrick Johnson | Cullen Rauls,AU@BEN,Offense
Opponent,Aurora Spartans,Personnel grouping,"Cullen Rauls, Gevon Grant, Juan Madrigal, Larry Carthan, Robert Hutson",4,1,4,6.0,1.5,0.92,1,1,100.0,0,0,1,1,Gevon Grant,2,,,,0,Half court,4G-1W,Early clock (0-9 sec used),,,Gevon Grant | Larry Carthan | Robert Hutson,AU@NCC,Offense
Opponent,Aurora Spartans,Personnel grouping,"Cullen Rauls, Gevon Grant, Larry Carthan, Mekhi Doby, Robert Hutson",20,1,20,14.0,0.7,0.92,3,13,23.1,1,4,0,3,Mekhi Doby,7,,,,0,Half court,4G-1W,Early clock (0-9 sec used),Trailing by 10+,,Mekhi Doby | Cullen Rauls | Robert Hutson,AU@BEN,Offense
Opponent,Aurora Spartans,Personnel grouping,"Cullen Rauls, Isaiah Thompson, Jeffery Hillmer, Juan Madrigal, Larry Carthan",2,1,2,2.0,1.0,0.92,1,1,100.0,0,0,1,0,Juan Madrigal,2,,,,0,Half court,3G-2W,Early clock (0-9 sec used),,,Juan Madrigal,AU@NCC,Offense
Opponent,Aurora Spartans,Personnel grouping,"Cullen Rauls, Isaiah Thompson, Juan Madrigal, Larry Carthan, Zerrick Johnson",4,1,4,4.0,1.0,0.92,0,2,0.0,0,0,0,1,Larry Carthan,3,,,,0,Half court,3G-2W,Early clock (0-9 sec used),,,Larry Carthan | Isaiah Thompson,AU@NCC,Offense
Opponent,Aurora Spartans,Personnel grouping,"Cullen Rauls, Jeffery Hillmer, Juan Madrigal, Larry Carthan, Mekhi Doby",6,1,6,5.0,0.83,0.92,1,4,25.0,1,4,0,1,Juan Madrigal,4,,,,0,Half court,4G-1W,Early clock (0-9 sec used),Trailing by 10+,,Juan Madrigal | Mekhi Doby | Cullen Rauls,AU@BEN,Offense
Opponent,Aurora Spartans,Personnel grouping,"Cullen Rauls, Jeffery Hillmer, Larry Carthan, Mekhi Doby, Zerrick Johnson",1,1,1,0.0,0.0,0.92,0,1,0.0,0,0,0,0,Jeffery Hillmer,1,,,,0,Half court,4G-1W,Organized offense (10-19 sec used),,,Jeffery Hillmer,AU@BEN,Offense
Opponent,Aurora Spartans,Personnel grouping,"Devon Richardson, Gevon Grant, Isaiah Thompson, Jeffery Hillmer, Juan Madrigal",11,2,11,10.0,0.91,0.92,2,4,50.0,0,1,3,3,Juan Madrigal,4,BLOB,Ball Screen,Right Side,1,Half court,3G-1W-1B,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",Man-to-Man,FLOW: M2M PRESS | SLOB-HORNS BUR- RICK: M2M D | BS RS-LH: M2M PRESS- ICE,AU@NCC GUS@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Devon Richardson, Gevon Grant, Isaiah Thompson, Juan Madrigal, Zerrick Johnson",5,1,5,4.0,0.8,0.92,0,2,0.0,0,1,1,1,Devon Richardson,2,,,,0,Half court,3G-1W-1B,Early clock (0-9 sec used),,,Devon Richardson | Zerrick Johnson | Isaiah Thompson,BLC@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Devon Richardson, Gevon Grant, Jeffery Hillmer, Juan Madrigal, Mekhi Doby",8,1,8,4.0,0.5,0.92,1,2,50.0,1,2,4,1,Gevon Grant,4,,,,0,Half court,4G-1B,Early clock (0-9 sec used),,,Gevon Grant | Devon Richardson | Juan Madrigal,AU@BEN,Offense
Opponent,Aurora Spartans,Personnel grouping,"Devon Richardson, Gevon Grant, Jeffery Hillmer, Juan Madrigal, Robert Hutson",5,2,5,4.0,0.8,0.92,1,3,33.3,0,1,0,0,Gevon Grant,3,SLOB,Ball Screen,Left Side,1,Half court,4G-1B,Early clock (0-9 sec used),,Man-to-Man,Gevon Grant | SLOB- BS LS- REJECT: M2M ICE | FLOW: M2M PRESS,AU@NCC GUS@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Devon Richardson, Gevon Grant, Jeffery Hillmer, Juan Madrigal, Zerrick Johnson",43,4,43,52.0,1.21,0.92,16,28,57.1,2,3,3,6,Zerrick Johnson,14,Motion / no set,Ball Screen,Left Side,2,Half court,4G-1B,Early clock (0-9 sec used),"Clutch (last 5 min, margin ≤ 8)",Man-to-Man,Zerrick Johnson | Gevon Grant | Juan Madrigal,AU@BEN AU@NCC BLC@AU GUS@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Devon Richardson, Gevon Grant, Jeffery Hillmer, Mekhi Doby, Robert Hutson",5,1,5,4.0,0.8,0.92,1,2,50.0,0,0,1,1,Mekhi Doby,3,,,,0,Half court,4G-1B,Early clock (0-9 sec used),,,Mekhi Doby | Jeffery Hillmer,AU@BEN,Offense
Opponent,Aurora Spartans,Personnel grouping,"Devon Richardson, Gevon Grant, Juan Madrigal, Mekhi Doby, Robert Hutson",2,1,2,2.0,1.0,0.92,1,1,100.0,0,0,1,0,Mekhi Doby,2,,,,0,Half court,4G-1B,Organized offense (10-19 sec used),,,Mekhi Doby,AU@BEN,Offense
Opponent,Aurora Spartans,Personnel grouping,"Devon Richardson, Isaiah Thompson, Juan Madrigal, Robert Hutson, Zerrick Johnson",2,1,2,2.0,1.0,0.92,0,1,0.0,0,1,0,1,Zerrick Johnson,1,BLOB,Curl,,0,Half court,3G-1W-1B,Late clock (20+ sec used),,Man-to-Man,BSLS-RH & BSRS LH: M2M PRES- ICE& SWITCH | BLOB- BOX- CURL: M2M D,GUS@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Gevon Grant, Isaiah Thompson, Jeffery Hillmer, Juan Madrigal, Larry Carthan",10,3,10,10.0,1.0,0.92,1,4,25.0,0,1,0,1,Gevon Grant,6,,,,0,Half court,3G-2W,Early clock (0-9 sec used),,Man-to-Man,Gevon Grant | Larry Carthan | FLOW: M2M PRESS,AU@NCC BLC@AU GUS@AU,Offense
Opponent,Aurora Spartans,Personnel grouping,"Gevon Grant, Jeffery Hillmer, Juan Madrigal, Larry Carthan, Mekhi Doby",1,1,1,0.0,0.0,0.92,0,1,0.0,0,0,0,0,Mekhi Doby,1,,,,0,Half court,4G-1W,Organized offense (10-19 sec used),Trailing by 10+,,Mekhi Doby,AU@BEN,Offense
